model_name,pair_id,category,event_kind,branch_t,selection_kind
gemma4_e2b_it,token_cert_tab_after_space_0053,micro_tab_after_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0043,micro_triple_internal_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0311,micro_blank_line_wrap,silent_logit_divergence,18.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0318,micro_double_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0106,micro_duplicate_punctuation,silent_logit_divergence,18.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0316,micro_duplicate_small_word,silent_logit_divergence,23.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0541,micro_line_wrap,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0371,micro_parenthesize_word,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0240,micro_space_before_punctuation,silent_logit_divergence,19.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0476,micro_tab_after_space,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0514,micro_triple_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0280,micro_blank_line_wrap,silent_logit_divergence,46.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0451,micro_double_internal_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0022,micro_duplicate_punctuation,silent_logit_divergence,56.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0009,micro_duplicate_small_word,silent_logit_divergence,56.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0430,micro_line_wrap,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0254,micro_parenthesize_word,silent_logit_divergence,45.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0401,micro_tab_after_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0190,micro_triple_internal_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0033,micro_blank_line_wrap,silent_logit_divergence,97.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0107,micro_double_internal_space,silent_logit_divergence,79.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0308,micro_duplicate_punctuation,silent_logit_divergence,82.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0261,micro_duplicate_small_word,silent_logit_divergence,82.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0090,micro_line_wrap,silent_logit_divergence,70.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0238,micro_parenthesize_word,silent_logit_divergence,80.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0065,micro_space_before_punctuation,silent_logit_divergence,84.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0454,micro_tab_after_space,silent_logit_divergence,79.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0558,micro_triple_internal_space,silent_logit_divergence,79.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0197,micro_blank_line_wrap,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0000,micro_double_internal_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0210,micro_duplicate_small_word,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0157,micro_line_wrap,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0485,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0354,micro_space_before_punctuation,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0078,micro_tab_after_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0077,micro_triple_internal_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0055,micro_blank_line_wrap,silent_logit_divergence,19.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0533,micro_double_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0158,micro_duplicate_punctuation,silent_logit_divergence,19.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0037,micro_duplicate_small_word,silent_logit_divergence,26.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0421,micro_line_wrap,silent_logit_divergence,19.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0456,micro_parenthesize_word,silent_logit_divergence,18.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0087,micro_space_before_punctuation,silent_logit_divergence,20.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0478,micro_tab_after_space,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0181,micro_triple_internal_space,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0433,micro_blank_line_wrap,silent_logit_divergence,46.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0444,micro_double_internal_space,silent_logit_divergence,46.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0544,micro_duplicate_punctuation,silent_logit_divergence,59.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0125,micro_duplicate_small_word,silent_logit_divergence,64.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0093,micro_line_wrap,silent_logit_divergence,46.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0352,micro_parenthesize_word,silent_logit_divergence,46.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0550,micro_tab_after_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0219,micro_triple_internal_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0306,micro_blank_line_wrap,silent_logit_divergence,106.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0266,micro_blank_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_blank_line_wrap_0326,micro_blank_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_blank_line_wrap_0539,micro_blank_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_double_internal_space_0084,micro_double_internal_space,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_double_internal_space_0231,micro_double_internal_space,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_double_internal_space_0370,micro_double_internal_space,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_double_internal_space_0409,micro_double_internal_space,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_double_internal_space_0542,micro_double_internal_space,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_double_internal_space_0548,micro_double_internal_space,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_duplicate_punctuation_0216,micro_duplicate_punctuation,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_duplicate_small_word_0132,micro_duplicate_small_word,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_duplicate_small_word_0356,micro_duplicate_small_word,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_line_wrap_0014,micro_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_line_wrap_0133,micro_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_line_wrap_0336,micro_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_line_wrap_0378,micro_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_line_wrap_0567,micro_line_wrap,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_parenthesize_word_0047,micro_parenthesize_word,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_parenthesize_word_0256,micro_parenthesize_word,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_parenthesize_word_0277,micro_parenthesize_word,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_space_before_punctuation_0027,micro_space_before_punctuation,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_space_before_punctuation_0130,micro_space_before_punctuation,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_space_before_punctuation_0223,micro_space_before_punctuation,no_visible_branch,,no_visible_branch
gemma4_e2b_it,token_cert_space_before_punctuation_0467,micro_space_before_punctuation,no_visible_branch,,no_visible_branch
