model_name,pair_id,category,event_kind,branch_t,selection_kind
gemma4_e2b_it,token_cert_blank_line_wrap_0129,micro_blank_line_wrap,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0274,micro_double_internal_space,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0063,micro_duplicate_punctuation,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0080,micro_duplicate_small_word,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0114,micro_line_wrap,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0144,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0020,micro_space_before_punctuation,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0025,micro_tab_after_space,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0016,micro_triple_internal_space,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0510,micro_blank_line_wrap,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0198,micro_double_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0030,micro_duplicate_punctuation,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0193,micro_duplicate_small_word,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0246,micro_line_wrap,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0341,micro_parenthesize_word,silent_logit_divergence,17.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0337,micro_space_before_punctuation,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0489,micro_tab_after_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0394,micro_triple_internal_space,silent_logit_divergence,16.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0481,micro_blank_line_wrap,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0328,micro_double_internal_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0182,micro_duplicate_punctuation,silent_logit_divergence,46.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0050,micro_duplicate_small_word,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0413,micro_line_wrap,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0163,micro_parenthesize_word,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0310,micro_tab_after_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0150,micro_triple_internal_space,silent_logit_divergence,36.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0350,micro_blank_line_wrap,silent_logit_divergence,79.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0379,micro_double_internal_space,silent_logit_divergence,78.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0445,micro_duplicate_punctuation,silent_logit_divergence,78.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0015,micro_duplicate_small_word,silent_logit_divergence,79.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0346,micro_line_wrap,silent_logit_divergence,66.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0153,micro_parenthesize_word,silent_logit_divergence,79.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0057,micro_space_before_punctuation,silent_logit_divergence,80.0,visible_long_prefix
gemma4_e2b_it,token_cert_tab_after_space_0364,micro_tab_after_space,silent_logit_divergence,78.0,visible_long_prefix
gemma4_e2b_it,token_cert_triple_internal_space_0235,micro_triple_internal_space,silent_logit_divergence,70.0,visible_long_prefix
gemma4_e2b_it,token_cert_blank_line_wrap_0160,micro_blank_line_wrap,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_double_internal_space_0303,micro_double_internal_space,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_punctuation_0112,micro_duplicate_punctuation,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_duplicate_small_word_0185,micro_duplicate_small_word,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_line_wrap_0142,micro_line_wrap,silent_logit_divergence,11.0,visible_long_prefix
gemma4_e2b_it,token_cert_parenthesize_word_0439,micro_parenthesize_word,silent_logit_divergence,10.0,visible_long_prefix
gemma4_e2b_it,token_cert_space_before_punctuation_0172,micro_space_before_punctuation,silent_logit_divergence,11.0,visible_long_prefix
